time,x,y,vx,vy
8121600,-7619660542.993918,149023377209.9337,-29823.140636179083,-1468.7876614228446
8143200,-8263698337.825762,148988873357.45407,-29816.56457554829,-1597.4005777605782
8164800,-8907582083.281328,148951592099.2567,-29809.4326599799,-1725.9841758030207
8186400,-9551299775.699978,148911534120.73386,-29801.745019381895,-1854.536042724198
8208000,-10194839414.455261,148868700159.38248,-29793.501794226067,-1983.0537662679749
8229600,-10838189002.183044,148823091004.7909,-29784.703135545544,-2111.5349347950832
8251200,-11481336545.009579,148774707498.62457,-29775.349204932136,-2239.977137330143
8272800,-12124270052.779501,148723550534.61063,-29765.44017453344,-2368.37796360867
8294400,-12766977539.283775,148669621058.52155,-29754.976227049734,-2496.7350041240757
8316000,-13409447022.487558,148612920068.15778,-29743.957555730667,-2625.0458501746452
8337600,-14051666524.757988,148553448613.3293,-29732.384364371715,-2753.3080939105103
8359200,-14693624073.091894,148491207795.8363,-29720.256867310436,-2881.5193283805997
8380800,-15335307699.34342,148426198769.44858,-29707.575289422497,-3009.6771475795776
8402400,-15976705440.451557,148358422739.88428,-29694.3398661175,-3137.7791464947622
8424000,-16617805338.667583,148287880964.78738,-29680.55084333458,-3265.822921153026
8445600,-17258595441.7824,148214574753.70416,-29666.208477537784,-3393.806068667677
8467200,-17899063803.35376,148138505468.0588,-29651.31303571126,-3521.726187285319
8488800,-18539198482.93341,148059674521.12787,-29635.8647953542,-3649.5808764326894
8510400,-19178987546.294083,147978083378.01376,-29619.86404447557,-3777.3677367634746
8532000,-19818419065.6564,147893733555.61734,-29603.311081588665,-3905.084370205104
8553600,-20457481119.915634,147806626622.60922,-29586.20621570539,-4032.728380005514
8575200,-21096161794.86837,147716764199.4004,-29568.54976633038,-4160.29737077989
8596800,-21734449183.438995,147624147958.11154,-29550.342063454853,-4287.788948557383
8618400,-22372331385.906082,147528779622.54166,-29531.5834475503,-4415.200720827791
8640000,-23009796510.12862,147430660968.13535,-29512.274269561927,-4542.530296588217
8661600,-23646832671.772102,147329793821.94934,-29492.41489090189,-4669.7752863897
8683200,-24283427994.53446,147226180062.61786,-29472.005683442327,-4796.933302383806
8704800,-24919570610.371834,147119821620.31708,-29451.04702950815,-4924.001958369192
8726400,-25555248659.72422,147010720476.72858,-29429.539321869655,-5050.978869838138
8748000,-26190450291.740894,146898878665.00168,-29407.4829637349,-5177.861654023041
8769600,-26825163664.50572,146784298269.7149,-29384.87836874186,-5304.64792994288
8791200,-27459376945.262245,146666981426.8364,-29361.72596095041,-5431.335318449633
8812800,-28093078310.63866,146546930323.68326,-29338.02617483403,-5557.921442274668
8834400,-28726255946.87252,146424147198.88004,-29313.779455271353,-5684.403926075094
8856000,-29358898050.03533,146298634342.31607,-29288.98625753748,-5810.780396480065
8877600,-29990992826.256905,146170394095.1019,-29263.647047295075,-5937.048482137051
8899200,-30622528491.949547,146039428849.52472,-29237.76230058526,-6063.205813758065
8920800,-31253493274.03202,145905741049.00275,-29211.332503818285,-6189.250024165848
8942400,-31883875410.153324,145769333188.0386,-29184.35815376401,-6315.178748340007
8964000,-32513663148.916233,145630207812.1718,-29156.83975754213,-6440.989623463114
8985600,-33142844750.10066,145488367517.93015,-29128.777832612246,-6566.680288966756
9007200,-33771408484.886753,145343814952.78006,-29100.172906763677,-6692.248386577538
9028800,-34399342636.07782,145196552815.07623,-29071.02551810509,-6817.691560363041
9050400,-35026635498.32298,145046583854.00983,-29041.336215053892,-6943.0074567777265
9072000,-35653275378.339615,144893910869.55612,-29011.10555632545,-7068.193724708796
9093600,-36279250595.13553,144738536712.42084,-28980.33411092206,-7193.248015522
9115200,-36904549480.23096,144580464283.98572,-28949.022458121734,-7318.16798310739
9136800,-37529160377.88024,144419696536.25293,-28917.17118746676,-7442.95128392502
9158400,-38153071645.29329,144256236471.78864,-28884.78089875207,-7567.5955770506
9180000,-38776271652.85678,144090087143.66547,-28851.85220201337,-7692.098524221084
9201600,-39398748784.35511,143921251655.40405,-28818.3857175151,-7816.457789880211
9223200,-40020491437.191055,143749733160.9136,-28784.382075738144,-7940.671041223987
9244800,-40641488022.60619,143575534864.4315,-28749.84191736737,-8064.735948246106
9266400,-41261726965.90102,143398660020.46176,-28714.765893278927,-8188.650183783313
9288000,-41881196706.65481,143219111933.71286,-28679.154664527363,-8312.411423560712
9309600,-42499885698.94519,143036893959.03415,-28643.008902332513,-8436.017346237006
9331200,-43117782411.56742,142852009501.35162,-28606.329288066197,-8559.465633449678
9352800,-43734875328.25338,142664462015.60263,-28569.1165132387,-8682.753969860116
9374400,-44351152947.89026,142474255006.66953,-28531.371279485043,-8805.880043198658
9396000,-44966603784.73896,142281392029.31244,-28493.094298551063,-8928.841544309591
9417600,-45581216368.65219,142085876688.101,-28454.286292279274,-9051.636167196066
9439200,-46194979245.29224,141887712637.3452,-28414.947992594516,-9174.261609064963
9460800,-46807880976.34841,141686903581.02518,-28375.080141489427,-9296.715570371674
9482400,-47419910139.75422,141483453272.7201,-28334.683491009673,-9418.995754864827
9504000,-48031055329.90418,141277365515.53607,-28293.758803238998,-9541.099869630934
9525600,-48641305157.870316,141068644162.03308,-28252.306850284065,-9663.02562513897
9547200,-49250648251.61831,140857293114.15094,-28210.32841425909,-9784.77073528488
9568800,-49859073256.22335,140643316323.1343,-28167.824287270272,-9906.332917436019
9590400,-50466568834.085594,140426717789.45685,-28124.795271400024,-10027.709892475506
9612000,-51073123665.14532,140207501562.74417,-28081.24217869099,-10148.899384846514
9633600,-51678726447.097725,139985671741.69608,-28037.165831129885,-10269.899122596478
9655200,-52283365895.60735,139761232474.00778,-27992.567060631092,-10390.706837421229
9676800,-52887030744.52219,139534187956.29007,-27947.446709020103,-10511.32026470905
9698400,-53489709746.08735,139304542433.98865,-27901.805628016726,-10631.737143584653
9720000,-54091391671.15846,139072300201.30246,-27855.6446792181,-10751.955216953078
9741600,-54692065309.41463,138837465601.1011,-27808.964734081528,-10871.972231543506
9763200,-55291719469.57102,138600043024.8413,-27761.766673907063,-10991.785937953
9784800,-55890342979.59113,138360036912.4824,-27714.051389819953,-11111.394090690148
9806400,-56487924686.8986,138117451752.40088,-27665.819782752846,-11230.79444821864
9828000,-57084453458.58864,137872292081.30408,-27617.072763427812,-11349.98477300075
9849600,-57679918181.639145,137624562484.1428,-27567.81125233816,-11468.962831540734
9871200,-58274307763.121315,137374267594.02315,-27518.03617973006,-11587.726394428146
9892800,-58867611130.40993,137121412092.11731,-27467.74848558398,-11706.273236381061
9914400,-59459817231.393196,136866000707.57346,-27416.94911959589,-11824.601136289211
9936000,-60050915034.68221,136608038217.4247,-27365.63904115832,-11942.707877257033
9957600,-60640893529.819984,136347529446.49713,-27313.819219341174,-12060.591246646629
9979200,-61229741727.49003,136084479267.31693,-27261.490632872385,-12178.249036120631
10000800,-61817448659.72459,135818892600.01653,-27208.654270118346,-12295.679041684974
10022400,-62404003380.11237,135550774412.23993,-27155.311129064172,-12412.879063731581
10044000,-62989394964.00592,135280129719.04698,-27101.46221729374,-12529.846907080946
10065600,-63573612508.72846,135006963582.81685,-27047.108551969573,-12646.580381024633
10087200,-64156645133.78041,134731281113.15051,-26992.25115981248,-12763.077299367664
10108800,-64738481981.045364,134453087466.77234,-26936.891077081058,-12879.335480470829
10130400,-65319112214.99567,134172387847.43082,-26881.029349550958,-12995.352747292884
10152000,-65898525022.89754,133889187505.79828,-26824.66703249398,-13111.126927432651
10173600,-66476709615.01573,133603491739.36978,-26767.80519065698,-13226.65585317103
10195200,-67053655224.817726,133315305892.3611,-26710.444898240574,-13341.9373615129
10216800,-67629351109.17748,133024635355.60576,-26652.587238877648,-13456.969294228922
10238400,-68203786548.5787,132731485566.45117,-26594.233305611706,-13571.749497897237
10260000,-68776950847.3176,132435862008.65396,-26535.384200874993,-13686.27582394507
10281600,-69348833333.70528,132137770212.27425,-26476.04103646646,-13800.546128690221
10303200,-69919423360.26952,131837215753.56918,-26416.204933529516,-13914.558273382452
10324800,-70488710303.95616,131534204254.8855,-26355.87702252961,-14028.31012424477
10346400,-71056683566.32997,131228741384.55118,-26295.058443231617,-14141.799552514609
10368000,-71623332573.775,130920832856.76631,-26233.75034467704,-14255.02443448489
10389600,-72188646777.69447,130610484431.49294,-26171.953885161023,-14367.982651544991
10411200,-72752615654.71019,130297701914.34415,-26109.67023220919,-14480.672090221593
10432800,-73315228706.86136,129982491156.47221,-26046.900562554285,-14593.090642219418
10454400,-73876475461.803,129664858054.45584,-25983.646062112628,-14705.236204461868
10476000,-74436345473.00374,129344808550.1866,-25919.907925960404,-14817.106679131533
10497600,-74994828319.94322,129022348630.75446,-25855.687358309748,-14928.699973710605
10519200,-75551913608.30888,128697484328.3324,-25790.98557248466,-15040.014001021163
10540800,-76107590970.19226,128370221720.06027,-25725.803790896738,-15151.046679265355
10562400,-76661850064.28471,128040566927.92766,-25660.14324502072,-15261.795932065454
10584000,-77214680576.07271,127708526118.65598,-25594.005175369864,-15372.259688503806
10605600,-77766072218.03249,127374105503.57967,-25527.39083147111,-15482.435883162663
10627200,-78316014729.82423,127037311338.52652,-25460.30147184012,-15592.322456163885
10648800,-78864497878.48569,126698149923.69722,-25392.738363956087,-15701.917353208539
10670400,-79411511458.6252,126356627603.5439,-25324.70278423638,-15811.218525616365
10692000,-79957045292.61424,126012750766.64801,-25256.196018011036,-15920.223930365131
10713600,-80501089230.77937,125666525845.5972,-25187.21935949704,-16028.931530129863
10735200,-81043633151.59366,125317959316.86145,-25117.774111772458,-16137.33929332195
10756800,-81584666961.86746,124967057700.66829,-25047.861586750358,-16245.445194128131
10778400,-82124180596.93875,124613827560.87723,-24977.483105152594,-16353.247212549362
10800000,-82662164020.8628,124258275504.85333,-24906.639996483398,-16460.74333443954
10821600,-83198607226.60126,123900408183.33998,-24835.3335990028,-16567.931551544123
10843200,-83733500236.21077,123540232290.33075,-24763.56525969986,-16674.80986153862
10864800,-84266833101.03091,123177754562.9405,-24691.336334265754,-16781.376268066928
10886400,-84798595901.87155,122812981781.27567,-24618.648187066676,-16887.628780779592
10908000,-85328778749.19968,122445920768.30363,-24545.502191116553,-16993.565415371882
10929600,-85857371783.32555,122076578389.7214,-24471.89972804962,-17099.18419362177
10951200,-86384365174.58835,121704961553.82336,-24397.842188092796,-17204.48314342779
10972800,-86909749123.54117,121331077211.36827,-24323.33097003791,-17309.46029884672
10994400,-87433513861.13539,120954932355.44543,-24248.36748121375,-17414.11370013118
11016000,-87955649648.90448,120576534021.34007,-24172.953137457942,-17518.441393767072
11037600,-88476146779.1472,120195889286.39784,-24097.089363088664,-17622.4414325109
11059200,-88994995575.11012,119813005269.88863,-24020.777590876198,-17726.111875426934
11080800,-89512186391.16963,119427889132.86946,-23944.01926201431,-17829.45078792427
11102400,-90027709613.01321,119040548078.04672,-23866.815826091464,-17932.45624179373
11124000,-90541555657.82014,118650989349.63744,-23789.16874106188,-18035.12631524463
11145600,-91053714974.44162,118259220233.2299,-23711.079473216414,-18137.459092941423
11167200,-91564178043.58012,117865248055.64343,-23632.549497153283,-18239.45266604019
11188800,-92072935377.96829,117469080184.78737,-23553.580295748634,-18341.105132225
11210400,-92579977522.54703,117070724029.5193,-23474.17336012694,-18442.41459574412
11232000,-93085295054.64307,116670187039.50247,-23394.330189631237,-18543.379167446117
11253600,-93588878584.1458,116267476705.06245,-23314.0522917932,-18643.996964815764
11275200,-94090718753.68355,115862600557.04305,-23233.34118230307,-18744.266112009853
11296800,-94590806238.7991,115455566166.66136,-23152.198384979405,-18844.184739892848
11318400,-95089131748.12466,115046381145.3622,-23070.62543173869,-18943.750986072388
11340000,-95585686023.55606,114635053144.67162,-22988.623862564767,-19042.962994934656
11361600,-96080459840.42639,114221589856.04974,-22906.195225478146,-19141.818917679608
11383200,-96573444007.67891,113805999010.74286,-22823.341076505105,-19240.31691235603
11404800,-97064629368.03928,113388288379.63469,-22740.06297964669,-19338.455143896488
11426400,-97554006798.18718,112968465773.097,-22656.362506847527,-19436.231784152104
11448000,-98041567208.92722,112546539040.83937,-22572.241237964485,-19533.645011927183
11469600,-98527301545.3591,112122516071.75827,-22487.700760735195,-19630.693013013715
11491200,-99011200787.04723,111696404793.7854,-22402.742670746415,-19727.373980225704
11512800,-99493255948.18951,111268213173.73524,-22317.368571402232,-19823.686113433363
11534400,-99973458077.78558,110837949217.15195,-22231.580073892128,-19919.62761959715
11556000,-100451798259.80421,110405620968.15543,-22145.378797158886,-20015.19671280166
11577600,-100928267613.35013,109971236509.28677,-22058.76636786635,-20110.391614289347
11599200,-101402857292.83006,109534803961.3529,-21971.744420367027,-20205.210552494136
11620800,-101875558488.11812,109096331483.2705,-21884.314596669574,-20299.651763074828
11642400,-102346362424.72049,108655827271.90921,-21796.47854640609,-20393.713488948393
11664000,-102815260363.93936,108213299561.93423,-21708.23792679931,-20487.393980323093
11685600,-103282243603.03616,107768756625.64804,-21619.5944026296,-20580.69149473144
11707200,-103747303475.39412,107322206772.83148,-21530.549646201856,-20673.604297063022
11728800,-104210431350.68007,106873658350.58418,-21441.105337312252,-20766.130659597155
11750400,-104671618635.00551,106423119743.16422,-21351.263163214808,-20858.26886203538
11772000,-105130856771.087,105970599371.82709,-21261.024818587855,-20950.017191533818
11793600,-105588137238.4058,105516105694.664,-21170.39200550034,-21041.373942735336
11815200,-106043451553.36678,105059647206.43948,-21079.366433378,-21132.33741780159
11836800,-106496791269.45651,104601232438.42827,-20987.949818969384,-21222.905926444888
11858400,-106948147977.40085,104140869958.25154,-20896.14388631175,-21313.07778595989
11880000,-107397513305.3215,103678568369.71243,-20803.950366696812,-21402.85132125516
11901600,-107844878918.89204,103214336312.63092,-20711.370998636357,-21492.224864884545
11923200,-108290236521.49312,102748182462.67802,-20618.407527827716,-21581.196757078415
11944800,-108733577854.3669,102280115531.20929,-20525.061707119115,-21669.7653457747
11966400,-109174894696.77075,101810144265.09766,-20431.33529647488,-21757.928986649807
11988000,-109614178866.13026,101338277446.56563,-20337.2300629405,-21845.686043149348
12009600,-110051422218.19139,100864523893.01683,-20242.747780607577,-21933.034886518708
12031200,-110486616647.17189,100388892456.86682,-20147.89023057863,-22019.97389583345
12052800,-110919754085.91202,99911392025.37338,-20052.65920093176,-22106.50145802956
12074400,-111350826506.02441,99432031520.46602,-19957.05648668522,-22192.61596793352
12096000,-111779825918.04327,98950819898.5749,-19861.08388976179,-22278.315828292212
12117600,-112206744371.57266,98467766150.45917,-19764.743218953103,-22363.599449802663
12139200,-112631573955.43416,97982879301.03452,-19668.036289883767,-22448.465251141613
12160800,-113054306797.81363,97496168409.20023,-19570.964924975415,-22532.91165899493
12182400,-113474935066.4073,97007642567.66556,-19473.5309534106,-22616.937108086833
12204000,-113893450968.56699,96517310902.77545,-19375.736211096577,-22700.540041208973
12225600,-114309846751.44456,96025182574.33566,-19277.58254062894,-22783.718909249314
12247200,-114724114702.13568,95531266775.43729,-19179.071791255166,-22866.472171220874
12268800,-115136247147.82259,95035572732.28061,-19080.205818838007,-22948.798294290278
12290400,-115546236455.91628,94538109703.9984,-18980.98648581878,-23030.69575380614
12312000,-115954075034.19777,94038886982.47853,-18881.415661180523,-23112.163033327273
12333600,-116359755330.95865,93537913892.18608,-18781.49522041103,-23193.198624650737
12355200,-116763269835.14072,93035199789.98474,-18681.22704546578,-23273.8010278397
12376800,-117164611076.4749,92530754064.95772,-18580.613024730734,-23353.96875125114
12398400,-117563771625.61937,92024586138.22795,-18479.65505298501,-23433.700311563352
12420000,-117960744094.29681,91516705462.7778,-18378.355031363455,-23512.994233803303
12441600,-118355521135.43091,91007121523.26813,-18276.714867319093,-23591.849051373803
12463200,-118748095443.28195,90495843835.85678,-18174.736474585457,-23670.263306080502
12484800,-119138459753.58176,89982881948.01656,-18072.42177313881,-23748.235548158696
12506400,-119526606843.66762,89468245438.35248,-17969.772689160247,-23825.764336299988
12528000,-119912529532.61557,88951943916.41861,-17866.791154997685,-23902.84823767874
12549600,-120296220681.37273,88433987022.53427,-17763.47910912775,-23979.48582797837
12571200,-120677673192.88887,87914384427.59966,-17659.83849611754,-24055.675691417462
12592800,-121056880012.24713,87393145832.9109,-17555.87126658628,-24131.416420775695
12614400,-121433834126.79393,86870280969.97464,-17451.57937716688,-24206.706617419597
12636000,-121808528566.26802,86345799600.32195,-17346.964790467373,-24281.544891328125
12657600,-122180956402.92871,85819711515.3218,-17242.029475032246,-24355.929861118057
12679200,-122551110751.68327,85292026535.9939,-17136.77540530367,-24429.860154069203
12700800,-122918984770.21346,84762754512.82108,-17031.204561582614,-24503.334406149454
12722400,-123284571659.10124,84231905325.56102,-16925.318929989866,-24576.35126203961
12744000,-123647864661.95366,83699488883.0576,-16819.120502426944,-24648.909375158084
12765600,-124008857065.52686,83165515123.0516,-16712.611276536903,-24721.007407685363
12787200,-124367542199.84923,82629994011.99089,-16605.79325566505,-24792.644030588344
12808800,-124723913438.34373,82092935544.84016,-16498.66844881953,-24863.817923644434
12830400,-125077964197.94939,81554349744.8901,-16391.23887063186,-24934.52777546551
12852000,-125429687939.24184,81014246663.56604,-16283.5065413173,-25004.772283521674
12873600,-125779078166.55316,80472636380.23608,-16175.473486635186,-25074.550154164826
12895200,-126126128428.0907,79929529002.0188,-16067.14173784913,-25143.86010265206
12916800,-126470832316.05515,79384934663.59035,-15958.51333168713,-25212.700853168863
12938400,-126813183466.75766,78838863526.99113,-15849.590310301592,-25281.07113885215
12960000,-127153175560.7362,78291325781.43198,-15740.374721229244,-25348.969701813086
12981600,-127490802322.87099,77742331643.09973,-15630.86861735097,-25416.395293159752
13003200,-127826057522.49898,77191891354.96251,-15521.074056851543,-25483.346673019598
13024800,-128158934973.52765,76640015186.57437,-15410.993103179262,-25549.82261056172
13046400,-128489428534.54778,76086713433.87956,-15300.627825005511,-25615.821884018962
13068000,-128817532108.94536,75531996419.01624,-15189.980296184212,-25681.343280709814
13089600,-129143239645.01273,74975874490.11974,-15079.052595711202,-25746.385597060133
13111200,-129466545136.05869,74418358021.12544,-14967.846807683509,-25810.94763862466
13132800,-129787442620.51787,73859457411.5711,-14856.36502125855,-25875.028220108383
13154400,-130105926182.05911,73299183086.39873,-14744.609330613242,-25938.626165387665
13176000,-130421989949.69302,72737545495.75606,-14632.58183490302,-26001.74030753123
13197600,-130735628097.87859,72174555114.79753,-14520.284638220772,-26064.369488820914
13219200,-131046834846.62898,71610222443.48485,-14407.719849555699,-26126.512560772273
13240800,-131355604461.61642,71044558006.3871,-14294.889582752083,-26188.168384154967
13262400,-131661931254.27614,70477572352.48042,-14181.795956467971,-26249.33582901296
13284000,-131965809581.90942,69909276054.94724,-14068.44109413379,-26310.013774684547
13305600,-132267233847.7859,69339679710.97508,-13954.827123910867,-26370.20110982216
13327200,-132566198501.24474,68768793941.55498,-13840.956178649878,-26429.896732412024
13348800,-132862698037.79507,68196629391.279434,-13726.830395849222,-26489.099549793584
13370400,-133156726999.21552,67623196728.13998,-13612.451917613305,-26547.80847867876
13392000,-133448279973.65271,67048506643.32428,-13497.822890610762,-26606.022445170995
13413600,-133737351595.71901,66472569851.01294,-13382.945466032592,-26663.740384784138
13435200,-134023936546.5893,65895397088.17578,-13267.82179955023,-26720.961242461108
13456800,-134308029554.0968,65316999114.36778,-13152.454051273526,-26777.683972592375
13478400,-134589625392.82811,64737386711.52464,-13036.844385708675,-26833.907539034248
13500000,-134868718884.21718,64156570683.757904,-12920.99497171606,-26889.63091512697
13521600,-135145304896.63849,63574561857.14971,-12804.907982468023,-26944.85308371263
13543200,-135419378345.49927,62991371079.54721,-12688.585595406581,-26999.573037152855
13564800,-135690934193.33081,62407009220.35653,-12572.02999220105,-27053.78977734633
13586400,-135959967449.87885,61821487170.33641,-12455.243358705628,-27107.502315746126
13608000,-136226473172.19305,61234815841.39147,-12338.22788491688,-27160.70967337681
13629600,-136490446464.71556,60647006166.36508,-12220.985764931185,-27213.410880851392
13651200,-136751882479.36865,60058069098.8319,-12103.519196902105,-27265.60497838805
13672800,-137010776415.6414,59468015612.890045,-11985.830382997685,-27317.29101582668
13694400,-137267123520.67554,58876856702.95291,-11867.9215293577,-27368.46805264522
13716000,-137520919089.35025,58284603383.540634,-11749.79484605083,-27419.135157975845
13737600,-137772158464.36615,57691266689.07122,-11631.452547031784,-27469.29141062087
13759200,-138020837036.32828,57096857673.65134,-11512.89685009835,-27518.935899068543
13780800,-138266950243.82822,56501387410.86675,-11394.1299768484,-27568.0677215086
13802400,-138510493573.52518,55904866993.57244,-11275.154152636824,-27616.685985847627
13824000,-138751462560.2263,55307307533.682396,-11155.971606532414,-27664.789809724232
13845600,-138989852786.96582,54708720161.959076,-11036.584571274685,-27712.37832052402
13867200,-139225659885.0836,54109116027.80256,-10916.995283230648,-27759.450655394376
13888800,-139458879534.30237,53508506299.03937,-10797.205982351521,-27806.005961259027
13910400,-139689507462.80435,52906902161.71098,-10677.218912129389,-27852.04339483245
13932000,-139917539447.3067,52304314819.86209,-10557.036319553807,-27897.562122634037
13953600,-140142971313.13617,51700755495.328445,-10436.660455068357,-27942.561321002097
13975200,-140365798934.30276,51096235427.52452,-10316.093572527156,-27987.040176107635
13996800,-140586018233.57242,50490765873.23081,-10195.337929151297,-28030.99788396796
14018400,-140803625182.5389,49884358106.380875,-10074.395785485263,-28074.433650460065
14040000,-141018615801.69455,49277023417.84806,-9953.269405353278,-28117.346691333838
14061600,-141230986160.50015,48668773115.232,-9831.96105581561,-28159.736232225052
14083200,-141440732377.45404,48059618522.64477,-9710.47300712484,-28201.60150866817
14104800,-141647850620.15997,47449570980.49681,-9588.807532682073,-28242.941766108946
14126400,-141852337105.39423,46838641845.28261,-9466.966908993109,-28283.756259916838
14148000,-142054188099.17172,46226842489.36603,-9344.953415624568,-28324.0442553972
14169600,-142253399916.8112,45614184300.76548,-9222.769335159981,-28363.8050278033
14191200,-142449968922.99936,45000678682.93876,-9100.416953155824,-28403.037862348127
14212800,-142643891531.85428,44386337054.567696,-8977.898558097522,-28441.742054215996
14234400,-142835164206.98755,43771170849.3425,-8855.216441355416,-28479.916908573967
14256000,-143023783461.5658,43155191515.7459,-8732.372897140682,-28517.56174058305
14277600,-143209745858.37097,42538410516.83707,-8609.370222461208,-28554.67587540922
14299200,-143393048009.85983,41920839330.03521,-8486.210717077456,-28591.25864823423
14320800,-143573686578.22253,41302489446.90306,-8362.89668345826,-28627.309404266234
14342400,-143751658275.44003,40683372372.93005,-8239.430426736611,-28662.827498750186
14364000,-143926959863.34082,40063499627.31533,-8115.814254665392,-28697.812296978067
14385600,-144099588153.6564,39442882742.75047,-7992.050477573087,-28732.263174298903
14407200,-144269540008.0761,38821533265.202095,-7868.141408319462,-28766.179516128574
14428800,-144436812338.30075,38199462753.69417,-7744.089362251204,-28799.560717959437
14450400,-144601402106.09537,37576682780.09018,-7619.896657157536,-28832.406185369742
14472000,-144763306323.34103,36953204928.87507,-7495.565613225798,-28864.715334032855
14493600,-144922522052.08575,36329040796.93698,-7371.0985529970085,-28896.48758972627
14515200,-145079046404.5943,35704201993.34883,-7246.497801321384,-28927.722388340426
14536800,-145232876543.39706,35078700139.149666,-7121.765685313846,-28958.419175887342
14558400,-145384009681.33813,34452546867.12587,-6996.90453430949,-28988.577408509016
14580000,-145532443081.62222,33825753821.59218,-6871.91667981904,-29018.196552485664
14601600,-145678174057.8607,33198332658.172516,-6746.804455484269,-29047.276084243724
14623200,-145821199974.1166,32570295043.58066,-6621.570197033403,-29075.815490363682
14644800,-145961518244.9489,31941652655.40077,-6496.216242236502,-29103.814267587702
14666400,-146099126335.4555,31312417181.867702,-6370.744930860816,-29131.27192282704
14688000,-146234021761.31543,30682600321.647247,-6245.158604626125,-29158.187973169253
14709600,-146366202088.83008,30052213783.616127,-6119.459607160059,-29184.56194588525
14731200,-146495664934.96347,29421269286.641907,-5993.650283953392,-29210.393378436078
14752800,-146622407967.38147,28789778559.362747,-5867.732982315332,-29235.681818479577
14774400,-146746428904.49017,28157753339.96701,-5741.710051328782,-29260.426823876787
14796000,-146867725515.47318,27525205375.97273,-5615.583841805591,-29284.627962698167
14817600,-146986295620.328,26892146424.00697,-5489.356706241789,-29308.284813229624
14839200,-147102137089.9015,26258588249.585037,-5363.030998772808,-29331.39696397834
14860800,-147215247845.92426,25624542626.889584,-5236.609075128691,-29353.96401367839
14882400,-147325625861.0442,24990021338.549587,-5110.093292589287,-29375.985571296173
14904000,-147433269158.8589,24355036175.419216,-4983.486009939434,-29397.461256035633
14925600,-147538175813.94724,23719598936.3566,-4856.789587424137,-29418.39069734329
14947200,-147640343951.90002,23083721428.00248,-4730.00638670373,-29438.77353491306
14968800,-147739771749.3495,22447415464.558758,-4603.138770809034,-29458.609418690885
14990400,-147836457433.998,21810692867.566967,-4476.1891040965065,-29477.898008879165
15012000,-147930399284.64557,21173565465.68664,-4349.159752203382,-29496.638975940987
15033600,-148021595631.21683,20536045094.47359,-4222.053082002807,-29514.83200060415
15055200,-148110044854.7865,19898143596.158108,-4094.871461558978,-29532.476773865004
15076800,-148195745387.60428,19259872819.42308,-3967.617260082262,-29549.572996992076
15098400,-148278695713.1186,18621244619.182045,-3840.292847884325,-29566.12038152951
15120000,-148358894365.9994,17982270856.35716,-3712.9005963332543,-29582.11864930029
15141600,-148436339932.16006,17342963397.65712,-3585.4428778086785,-29597.5675324093
15163200,-148511031048.77826,16703334115.355003,-3457.92206565689,-29612.46677324614
15184800,-148582966404.31583,16063394887.066067,-3330.3405341459643,-29626.81612448777
15206400,-148652144738.53772,15423157595.525486,-3202.7006584208852,-29640.615349100965
15228000,-148718564842.53003,14782634128.366043,-3075.0048144586685,-29653.864220344545
15249600,-148782225558.71695,14141836377.89578,-2947.2553790234915,-29666.562521771426
15271200,-148843125780.87677,13500776240.875603,-2819.4547296218248,-29678.710047230466
15292800,-148901264454.15704,12859465618.296852,-2691.6052444575703,-29690.30660086812
15314400,-148956640575.0886,12217916415.158846,-2563.7093023872053,-29701.35199712988
15336000,-149009253191.5987,11576140540.246397,-2435.7692828749314,-29711.846060761553
15357600,-149059101403.02316,10934149905.907295,-2307.7875659478336,-29721.78862681029
15379200,-149106184360.1176,10291956427.829784,-2179.766532151047,-29731.179540625464
15400800,-149150501265.0677,9649572024.820023,-2051.7085625029326,-29740.01865785934
15422400,-149192051371.4982,9007008618.579525,-1923.616038450263,-29748.30584446752
15444000,-149230833984.4816,8364278133.482606,-1795.4913418234205,-29756.04097670923
15465600,-149266848460.5451,7721392496.353823,-1667.336854791607,-29763.223941147393
15487200,-149300094207.6772,7078363636.245415,-1539.154959818066,-29769.854634648495
15508800,-149330570685.3329,6435203484.214758,-1410.9480396153192,-29775.93296438227
15530400,-149358277404.43826,5791923973.10182,-1282.718477100418,-29781.458847821195
15552000,-149383213927.39383,5148537037.306641,-1154.4686553502097,-29786.432212739765
15573600,-149405379868.07706,4505054612.566827,-1026.2009575566208,-29790.85299721359
15595200,-149424774891.84387,3861488635.7350717,-897.917766981957,-29794.7211496183
15616800,-149441398715.5292,3217851044.5567017,-769.6214669142228,-29798.036628628237
15638400,-149455251107.44666,2574153777.4472585,-641.3144406224584,-29800.79940321497
15660000,-149466331887.387,1930408773.2701135,-512.9990713120974,-29803.0094526456
15681600,-149474640926.61594,1286627971.1141262,-384.67774208034507,-29804.66676648089
15703200,-149480178147.87076,642823310.0713458,-256.35283587157835,-29805.771344573168
15724800,-149482943525.3561,-993270.9852383137,-128.0267354327683,-29806.323197064077
15746400,-149482937084.7387,-644809833.6238917,0.2981767310743635,-29806.3223443821
15768000,-149480158903.14124,-1288614440.0762734,128.61951840142925,-29805.768817239896
15789600,-149474609109.1351,-1932395153.4595127,256.9349076907713,-29804.662656631455
15811200,-149466287882.73242,-2576140037.9982204,385.24196308705024,-29803.00391382905
